printOutputs,datasetName,nElements,nAttributes,nClasses,classesInLine,maxTreeHeigth,alpha,minLeafElements,timeLimit,totalElementos,totalGalhos,totalFolhas,alturaReal,totalErros,totalAcertos,spentTime
1,DropoutAcademicSuccess200.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.500000,1,180
1,DropoutAcademicSuccess200.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.050000,1,180,200,1,1,1,101,99,641.059192
1,Iris.csv,-1,4,3,"Iris-setosa,Iris-versicolor,Iris-virginica",2,0.300000,2,120,150,2,3,2,6,144,66.956254
1,Iris.csv,-1,4,3,"Iris-setosa,Iris-versicolor,Iris-virginica",2,0.300000,2,120,150,2,3,2,6,144,70.132605
1,Iris.csv,-1,4,3,"Iris-setosa,Iris-versicolor,Iris-virginica",2,0.300000,2,120,150,2,3,2,6,144,68.951437
1,Iris.csv,-1,4,3,"Iris-setosa,Iris-versicolor,Iris-virginica",2,0.300000,2,120,150,2,3,2,5,145,136.335521
1,Iris.csv,-1,4,3,"Iris-setosa,Iris-versicolor,Iris-virginica",2,0.300000,2,120,150,2,3,2,6,144,244.443987
1,Iris.csv,-1,4,3,"Iris-setosa,Iris-versicolor,Iris-virginica",2,0.300000,2,120,150,3,4,2,6,144,199.696972
1,DropoutAcademicSuccess200.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.500000,1,180,200,3,8,2,7,193,142.866519
1,DropoutAcademicSuccess200.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.500000,1,180,200,3,8,2,7,193,185.298621
1,DropoutAcademicSuccess200.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.500000,1,180,200,2,2,2,40,160,261.118737
1,DropoutAcademicSuccess200.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.500000,1,180,200,2,2,2,40,160,270.482061
1,DropoutAcademicSuccess200.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.500000,1,180,200,2,2,2,40,160,263.038853
1,DropoutAcademicSuccess200.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.500000,1,180,200,15,7,4,0,200,201.800288
1,Iris.csv,-1,4,3,"Iris-setosa,Iris-versicolor,Iris-virginica",2,0.300000,2,120,150,3,4,2,6,144,109.516692
1,DropoutAcademicSuccess200.csv,-1,36,3,"Dropout,Graduate,Enrolled",3,0.500000,1,180,200,7,8,3,0,200,79.109231
1,DropoutAcademicSuccess200.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.500000,1,180,200,15,7,4,0,200,197.971822
1,DropoutAcademicSuccess200.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.500000,1,180,200,15,7,4,0,200,215.435916
1,DropoutAcademicSuccess200.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.500000,1,180,200,15,7,4,0,200,194.732770
1,DropoutAcademicSuccess100.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.500000,1,180,100,15,14,4,0,100,44.801030
1,DropoutAcademicSuccess100.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.500000,1,180,100,1,2,1,14,86,10.131905
1,DropoutAcademicSuccess200.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.500000,1,180,200,2,2,2,40,160,266.244339
1,DropoutAcademicSuccess200.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.500000,1,180,200,2,2,2,40,160,270.379782
1,DropoutAcademicSuccess200.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.500000,1,180,200,15,7,4,0,200,207.894155
1,DropoutAcademicSuccess100.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.500000,1,180,100,15,14,4,0,100,45.061501
1,DropoutAcademicSuccess200.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.500000,1,180,200,15,7,4,0,200,208.270176
1,DropoutAcademicSuccess200.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.500000,1,180,200,15,7,4,0,200,198.041255
1,Iris.csv,-1,4,3,"Iris-setosa,Iris-versicolor,Iris-virginica",2,0.300000,2,120,150,3,4,2,6,144,107.775698
1,DropoutAcademicSuccess200.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.500000,1,180,200,15,7,4,0,200,193.466481
1,DropoutAcademicSuccess200.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.500000,1,180,200,15,7,4,0,200,202.605983
1,DropoutAcademicSuccess.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.500000,1,180
1,DropoutAcademicSuccess1000.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.500000,1,180
1,DropoutAcademicSuccess1000.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,1.000000,1,180
1,DropoutAcademicSuccess1000.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.200000,1,180
1,DropoutAcademicSuccess1000.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.200000,1,360
1,DropoutAcademicSuccess1000.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.200000,1,900
1,DropoutAcademicSuccess1000.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.500000,1,900
1,DropoutAcademicSuccess1000.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,1.000000,1,900
1,DropoutAcademicSuccess1000.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.500000,1,1800
1,DropoutAcademicSuccess1000.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.500000,1,180
1,DropoutAcademicSuccess200.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.500000,1,180,200,15,7,4,0,200,203.878882
1,DropoutAcademicSuccess200.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.500000,1,180,200,15,7,4,0,200,206.745818
1,DropoutAcademicSuccess200.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.500000,1,180,200,15,7,4,0,200,197.408803
1,Iris.csv,-1,4,3,"Iris-setosa,Iris-versicolor,Iris-virginica",2,0.300000,2,120,150,2,3,2,6,144,71.036282
1,DropoutAcademicSuccess200.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.500000,1,180,200,6,3,3,0,200,44.279137
1,Iris.csv,-1,4,3,"Iris-setosa,Iris-versicolor,Iris-virginica",2,0.300000,2,120,150,2,3,2,6,144,52.801367
1,DropoutAcademicSuccess200.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.500000,1,180,200,6,3,3,0,200,36.288305
1,DropoutAcademicSuccess1000.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.500000,1,180,1000,1,2,1,174,826,179.001438
1,DropoutAcademicSuccess1000.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.500000,1,360,1000,1,2,1,174,826,173.714484
1,DropoutAcademicSuccess1000.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.050000,1,180,1000,1,2,1,465,535,430.948933
1,DropoutAcademicSuccess200.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.500000,1,180,200,5,3,3,1,199,41.511935
1,DropoutAcademicSuccess200.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.500000,1,180,200,6,3,3,0,200,34.794067
1,Iris.csv,-1,4,3,"Iris-setosa,Iris-versicolor,Iris-virginica",2,0.300000,2,120,150,2,3,2,6,144,111.624478
1,DropoutAcademicSuccess200.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.500000,1,180,200,3,2,3,26,174,33.100079
1,DropoutAcademicSuccess100.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.500000,1,180,100,2,2,2,8,92,23.218292
1,DropoutAcademicSuccess100.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.050000,1,180,100,1,2,1,50,50,386.907874
1,DropoutAcademicSuccess100.csv,-1,36,3,"Dropout,Graduate,Enrolled",4,0.000000,1,180,100,7,8,4,1,99,416.459206
